"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm87 mapping",2607,2647,269,1095,519,607,598,461,3722,179,1766,86,656,0,2529,755,1683,41,3,0,1658,603,3151,36,551,228,2929,0,1209,842,0,1206,28033,4806,0,0,501,0,0,0,53987,163,11717,0,1815,1880,0,0,0,0,0,0,0,177,0,3267,310,895,145,0,3,0,43,105,3117,978,0,0,0,0,0,0,0,0,0,0,1681,7313,8723,1885,1033,0,0,0,0,0,575,0,0,0,0,0,2245,0,0,0,205,0,6982,3421,4464,1715,51,0,0,201,12802,3074,1793,580,6104,1893,1128,1326,0,0,0,0,0,0,7496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,633,0,161,0,0,0,171,3,0,33046,0,773,0,208,1016,1131,958,1276,498,0,0,0,0,40016,0,0,0,0,2670,0,0,0,0,0,2742,1059,1941,2464,2189,2714,2111,68713,5088,0,0,0,0,0,0,0,60,517,0,1698,1380,19446,501,0,422,1678,0,62,1042,1062,1176,3085,0,0,0,0,534,26442,2170,2368,708,0,0,8399,0,0,0,0,0,0,0,0,11524,197,1370,0,0,2627,0,0,0,0,216,0,3997,175,0,0,0,2824,1603,0,2878,3063,0,0,0,164,13986,4055,4723,10053,0,0,0,0,0,61539,0,0,0,0,0,133,0,0,243,0,0,0,0,3627
"lm88 mapping",469,657,0,0,0,15,0,151,712,65,248,0,132,0,400,25,271,0,0,0,68,1,325,0,0,2,37,0,4,0,0,506,0,5,0,0,0,0,0,0,17,2093,0,1321,0,0,2686,1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0,0,0,0,0,0,0,0,0,0,259,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374,46,1,30,432,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5845,0,69,0,0,0,0,124,0,0,0,0,0,0,83180,0,0,0,0,0,0,0,0,0,0,1036,182,956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1865,198,0,0,68,231,0,0,0,1834,262,0,0,0,0,0,0,1484,0,237,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,3,1,0,0,0,0,0,516,0,0,0,34,1031,2348,0,0,847,0,0,0,0,68,30,0,326,0,0,0,0,0,0,0,0,0,0,0,15428,0,0,463,0,0,0,0,0
"lm89 mapping",1340,1122,0,944,3789,60,0,0,2404,311,503,5,250,0,805,258,1218,46,65,81,1399,731,366,0,712,106,1544,0,1033,0,0,0,0,2432,0,0,1353,0,0,0,0,118,0,0,1532,0,0,0,0,0,0,0,0,2,0,3413,0,0,0,0,11,0,5515,72,1651,527,0,0,0,0,0,0,0,0,0,0,2157,0,0,139,915,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,1294,189,1204,6,241,149,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14544,0,0,0,0,0,0,0,891,0,421,0,0,0,0,2,3,0,0,0,0,99,630,758,403,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1072,1036,929,498,3000,0,233,0,1444,0,0,0,0,0,0,66823,33,0,0,8665,997,0,0,343,292,0,0,0,7297,2834,1375,0,42288,0,0,0,10362,0,1135,130,0,140,0,0,0,13024,0,0,0,0,1661,0,251,0,1099,541,0,0,0,71,0,0,0,0,431,0,0,0,0,1098,0,0,1065,1325,0,0,0,0,1123,294,5848,789,0,0,0,0,0,0,0,0,0,0,0,52,0,0,941,0,0,0,0,0
"lm90 mapping",654,779,318,0,654,5,162,0,434,3,116,1,58,0,336,169,0,20,2,0,1126,25,676,15,0,44,1311,0,158,0,0,0,0,1534,0,0,0,0,0,0,0,418,0,0,179,0,0,0,0,0,0,0,0,767,0,1002,2690,0,0,0,2,0,1,43,974,376,0,0,0,0,0,0,0,0,0,0,0,0,2514,1513,364,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,1503,0,0,0,102,2844,607,0,895,400,738,2,1051,0,0,0,0,0,0,7542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,16,2,0,0,3,0,78,833,0,275,346,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,358,1222,518,0,2523,722,0,0,0,0,0,0,0,0,0,0,0,40,218,2114,1146,1673,58,976,0,0,546,1594,2235,1395,2578,0,0,0,0,161,0,3149,2113,1740,0,0,0,0,0,31,0,0,100,0,4,114,260,790,0,0,9,2114,0,0,0,0,0,0,0,0,0,0,1007,666,0,439,0,0,0,0,0,252,544,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0,0,0,0,0
"lm91 mapping",1219,1001,0,0,791,95,0,0,754,1,613,2,50,1870,359,354,1,24,0,0,1187,233,969,291,225,33,1629,433,761,0,0,0,0,2716,0,0,0,0,0,0,0,253,0,342,1144,0,0,0,0,0,0,0,0,653,0,2962,512,0,0,0,8,0,7,32,1554,652,0,0,0,0,0,0,0,0,0,0,1717,0,0,236,602,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,4298,0,0,0,223,0,0,372,1221,0,0,389,2788,0,0,0,0,0,0,0,19022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123616,0,0,0,0,1580,0,127,0,5,0,228,5,3,535,0,4876,1213,374,1657,291,734,0,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1169,392,382,296,0,0,4863,0,1874,0,0,0,0,0,0,253,0,0,946,1676,4723,577,2249,0,2851,0,0,657,1389,3273,2774,3667,0,0,406,273,2942,0,5768,1076,4438,0,0,0,0,0,7866,0,171,10,0,0,0,304,1130,0,837,8,10,0,0,0,4037,0,3357,0,0,0,0,4190,2507,0,906,2518,0,0,0,0,96,482,128,5896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1089,0,0,0,0,0
"lm92 mapping",331,161,0,0,0,9,0,0,185,6,3,0,18,0,178,0,74,20,0,0,353,55,206,4,0,8,223,0,109,0,0,0,0,5,0,0,564,0,0,0,0,2121,0,1841,0,0,1521,2303,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1455,0,0,0,104,0,0,0,1213,0,90,0,1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,78,0,0,303,778,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,799,804,0,0,0,0,142,0,0,2742,315,0,0,9851,9,0,13,0,2572,2085,0,0,0,0,0,0,0,0,0,0,0,69,184,295,0,0,5,0,0,0,0,0,0,457,0,0,0,0,745,0,0,0,1540,0,0,0,0,705,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0
"lm93 mapping",6295,6276,815,2072,3344,352,1191,304,4979,549,1996,7,1589,2065,2425,2830,745,474,144,3650,3972,3128,3748,1081,231764,4571,4521,275,5178,2194,0,1573,0,16282,0,0,1707,0,83,0,30,5391,0,226,2246,0,967,2180,0,0,0,17381,0,20751,965,14239,3849,0,853,3861,84,10070,842,1972,9758,2519,0,0,0,0,0,0,0,27176,0,0,3973,2097,11869,8775,6028,0,0,0,0,0,4224,0,0,88719,0,0,0,77782,0,0,0,664,17027,10890,3226,10461,0,1565,0,1029,5653,3385,3812,6299,7723,3370,7444,12670,0,0,0,211,0,0,0,0,0,3583,0,0,0,0,0,57109,0,0,0,0,0,181435,0,0,0,0,990,711,0,1343,507,220,0,0,15,63,0,17593,88,6507,1984,1861,4236,4733,1722,1215,0,0,0,0,37141,0,2879,0,4496,4921,4237,0,0,0,0,6587,6797,8103,2962,8789,0,5298,0,7463,0,0,0,0,0,0,139,0,0,275,7461,7798,4514,4163,7501,3790,1133,0,1052,8176,7288,4172,3715,0,0,0,68,9792,0,11005,5517,9044,1657,128,377,0,0,2238,0,314,71,793,199,784,1847,4320,0,4173,11,224,0,0,2e+05,0,0,6331,0,0,0,1552,3681,8096,0,9374,11929,0,0,0,0,17121,13459,69412,18051,101750,0,0,0,0,0,0,0,0,0,409,0,0,0,2648,0,0,0,0,0
"lm94 mapping",3743,3612,125,1349,63,170,0,138,4496,754,1179,20,443,26823,2254,47,2562,19,0,1740,1514,1622,807,214,7520,136,1382,558,602,5782,0,8548,0,2725,0,0,1439,0,0,0,22,2449,0,0,111,0,0,0,0,0,0,0,0,90,0,2720,0,0,0,0,6,0,44,94,1766,1236,0,0,0,0,0,0,0,0,0,0,6794,0,12454,3121,4763,0,0,0,0,0,0,0,0,297,0,0,0,308,0,0,0,0,9392,0,4136,3730,13,0,0,471,10891,3125,3563,3432,10081,434,5631,4294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9653,0,0,0,0,0,1363,794,0,122,431,2,0,120,804,58,0,41396,0,3805,919,2159,3335,1021,1139,752,0,0,0,0,0,0,2848,7661,2523,0,0,0,84174,0,0,1789,0,7064,468,1329,5650,2763,0,5090,0,0,0,0,0,0,99,173,0,5,6774,8820,5488,3187,230,5234,0,0,970,12869,8718,5591,4460,0,0,0,0,10765,79,11880,11007,5148,277,122,313,0,0,1284,0,0,223,0,1834,335,733,3293,410,0,10,19,0,0,0,1171,0,3313,0,0,0,0,3523,8159,0,7003,5399,0,0,0,0,1166,19644,14977,4197,0,0,0,0,0,0,0,0,0,0,260,0,0,0,3574,0,2010,0,0,0
"lm95 mapping",654,773,0,0,206,49,367,0,971,1232,572,2,77,0,499,327,519,4,0,0,434,448,483,0,0,19,149,0,653,0,0,0,0,1249,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1293,0,0,0,0,4,0,3,5,794,248,0,0,0,0,0,0,0,0,0,0,0,0,0,401,532,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,1235,0,4,0,1213,0,172,0,0,0,831,84,394,0,188,19,1542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,206,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463,0,0,0,875,0,857,0,399,0,0,0,0,0,0,0,0,0,411,1981,715,0,2924,247,1301,0,0,1023,236,695,0,3151,0,0,0,0,4356,0,1068,54,6368,1015,0,13,0,0,0,0,1792,85,0,0,89,657,488,0,0,2,587,0,0,0,0,0,0,0,0,0,0,1450,1447,0,1982,584,0,0,0,0,177,913,446,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0,0,0
"lm96 mapping",722,570,0,0,125,8,64,0,173,0,172,0,11,0,106,242,0,1,0,0,77,4,300,1,185,6,243,0,46,7609,0,0,0,1144,0,0,543,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,560,1978,1012,0,0,0,0,0,0,2,14,608,267,0,0,0,0,0,0,0,0,0,0,1901,2475,0,440,755,0,0,0,0,0,7816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,637,13,0,0,0,13760,577,1226,497,2871,221,410,875,0,0,0,7516,0,0,1233,0,0,743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0,0,56,0,0,0,75,1,3,148,0,0,0,255,55,0,1189,630,57,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,1157,102,635,726,2645,0,1323,0,986,0,0,0,0,0,0,0,0,0,62,1007,0,0,350,122,0,0,0,57,1958,0,0,863,0,0,0,0,3507,0,0,0,586,7,0,0,0,0,0,0,0,1,0,0,0,1,722,0,0,3,1,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,473,0,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0
"lm97 mapping",1184,1265,0,0,0,162424,82069,2043,2364,118,555,13,656,0,1275,207,482,11,0,0,667,270,838,782,235,22,1072,118,100,170,0,0,0,555,0,0,885,0,141,0,0,78,0,0,225,0,0,235,1393,0,0,0,0,157,0,0,425,69,0,0,20,0,5,1,0,534,0,0,0,0,0,0,0,0,0,0,0,0,0,958,332,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,443,0,0,0,1643,13,0,0,97,0,0,164,606,12,0,304,1837,0,0,0,0,0,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,976,29592,195,0,0,0,0,2,5061,0,0,0,0,651,602,1418,1245,247,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,640,361,892,712,849,0,1068,0,0,0,0,0,0,0,0,1,6,0,0,0,960,0,309,0,184,0,0,28,0,1522,0,841,0,0,0,0,0,0,1298,0,738,0,0,0,0,0,0,0,0,16,0,4,0,0,957,0,0,3,3,0,0,0,0,0,1406,0,0,0,0,637,1349,0,0,2475,0,0,0,0,3685,577,0,5940,0,0,0,0,0,0,0,0,0,0,0,1799,0,0,746,0,0,0,0,0
"lm98 mapping",3949,4342,0,0,795,4097,458,0,3356,490,494,0,825,457,1325,488,1280,2,57,85,1304,34,2491,12,0,125,1921,0,543,0,0,0,0,2874,0,0,0,0,62,0,0,2170,0,0,1466,0,318,352,997,0,196,0,0,3199,414,1238,1518,43,120,2913,0,7101,35,68,1257,1306,0,0,0,0,0,0,0,0,0,0,1166,0,40565,4050,3058,0,0,0,0,0,0,0,0,175,0,0,0,747,0,0,0,671,0,2272,0,8714,22,0,0,808,10451,2853,3357,5146,2600,4054,6058,8869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286963,0,0,828,3777,0,449,1262,61,8967,130,5,75,27538,0,4229,0,1500,3368,1883,3959,3600,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2589,3666,1524,1491,5380,1598,12456,0,5470,0,0,0,0,0,0,107,84,0,16593,7238,5592,8387,12926,1044,2871,2914,0,3306,8102,7481,8171,12996,1610,0,572,131,11498,0,6648,7778,27950,469,0,0,21743,0,0,0,488,2911,265,0,20,1562,3303,207,0,105,68,1486,0,0,0,0,1622,0,0,0,0,9033,8443,0,5827,5580,0,0,0,0,30521,10150,0,10893,0,0,0,0,0,0,0,0,0,8326,0,0,0,0,4709,0,0,0,11000,2130
"lm99 mapping",3017,3171,269,0,387,39,222,0,1450,426,803,1,174,526,440,1422,2286,149,104,44,1745,369,1735,12,192,176,2211,0,625,0,0,0,0,6981,0,0,0,0,0,0,0,224,0,0,625,0,0,0,0,0,0,0,0,4369,116,8498,2581,0,353,2930,5,2346,85,281,3922,1237,0,0,0,0,0,0,27907,0,0,0,1873,2421,0,3217,4706,0,0,0,0,0,0,0,0,3689,0,0,0,0,0,0,0,317,0,0,3242,3956,0,0,0,376,299,3866,3470,2099,1137,2567,5353,5032,0,0,0,0,0,142047,0,0,25837,0,0,0,0,34890,0,0,0,0,0,0,0,0,7501,0,0,0,0,178,0,743,0,0,219833,82,3,10197,0,20,14661,0,1350,1494,1754,2759,1353,793,0,0,125204,0,0,0,0,6103,0,0,0,0,0,0,0,2318,2535,4693,2240,2386,2054,2018,0,7401,0,0,0,0,0,0,0,500381,0,0,65,12726,2969,4687,679,15091,1793,0,1746,3949,12597,2635,9700,0,0,0,24,2908,2885,18745,16091,9685,0,0,193,0,0,2903,0,266,771,0,0,690,591,1967,0,336,4072,39,0,0,116982,0,83735,0,0,0,0,0,6325,970,0,3066,2159,0,0,0,0,12751,6287,651,5891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2220,0,0,0,0,0
"lm100 mapping",4598,5870,212,0,773,716,923,1728,12553,1085,4070,494,7671,291,7213,939,4219,32,0,83,1134,415,808,42,318,1462,906,0,419,505,0,0,0,4895,0,0,3865,0,0,0,19,533,0,508,1029,0,133,0,0,0,0,0,0,6293,128,4376,623,0,953,0,14,0,66,99,3184,1786,0,0,0,0,0,0,0,0,0,7088,7137,3267,2871,4744,5585,0,0,56495,0,0,0,459,0,364,0,0,0,893,0,0,0,72,5556,5375,5091,4649,0,0,62324,580,6527,6169,5138,4160,1675,9075,8669,5962,0,0,0,815,0,0,0,0,0,4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1185,1549,0,964,0,0,0,5175,202,26,0,0,4084,0,687,2916,2096,1521,1249,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,4718,3708,1738,8748,6788,4042,0,5614,0,0,0,0,0,0,217,0,7081,0,5579,4992,4757,3930,158,6986,0,0,30827,5605,7018,8579,5227,0,0,46,181,4723,0,7124,9030,8508,69,8090,133,0,0,0,0,157,1005,0,10465,627,2670,3089,0,1952,15,4094,1457,0,0,2797,0,6956,0,0,171191,0,4070,8663,0,4931,6073,0,0,0,0,13068,20699,2996,22572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5436,80641,0,0,220840,0
"lm101 mapping",1808,1735,255,0,397,211,29570,435,3605,346,1312,2,411,0,1654,826,445,26,0,0,979,255,522,413,319,13,1098,0,317,4342,27301,1505,0,4220,0,0,1472,87854,44,0,0,1412,0,1201,1256,1200,808,1446,14,0,0,0,0,181,0,3882,1100,215,0,878,0,0,290,53,3277,867,0,0,0,0,0,0,0,0,0,0,0,0,0,1308,1824,0,0,0,0,0,6029,0,0,154,0,0,0,0,0,0,0,463,0,0,0,1774,468,88,0,358,12733,412,2730,2537,7455,1077,2215,2457,0,0,0,0,0,0,0,23512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6520,1606,2920,0,167,0,9,0,65,128838,1,0,0,0,1996,642,3250,1479,458,1682,289,0,0,0,0,0,0,0,5416,295,0,0,0,0,0,0,1570,0,306,0,4226,4375,1996,0,1249,0,0,0,0,0,0,0,3214,0,439,1116,7766,369,4075,481,2042,0,0,2212,5349,6600,1227,1814,0,14221,0,3324,3190,0,11533,1719,10591,122,2776,0,0,0,0,14750,28,728,0,0,27,1754,1481,0,4310,16,6704,311,0,0,0,0,6677,0,0,0,1373,2516,2507,0,6166,5986,0,0,0,4281,5095,18097,19252,12975,0,0,0,0,0,0,0,0,0,0,50,1072,0,0,2994,0,5223,0,0,0
"lm102 mapping",3451,3206,97,443,351,108,138,0,3520,311,2273,7,5910,767,2398,731,725,460,98,91,1831,1335,2289,82,730,580,2777,79,776,559,0,1805,0,7131,0,0,1097,0,0,0,0,316,0,0,275,0,0,0,0,0,0,402,0,2587,825,3659,1565,0,100,713,24,121,116,191,3541,1379,0,232426,0,0,0,0,0,0,0,94,1151,0,0,4040,2041,0,0,0,0,0,0,576,0,341,0,0,0,0,0,0,0,13247,0,2195,1615,4936,0,0,0,527,0,4231,2076,7154,0,3555,2812,6293,0,0,0,5413,0,0,7455,0,24118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,1177,0,1173,0,0,0,230,151,7,0,0,0,0,1206,3386,3082,1869,291,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,1921,2718,1563,3875,0,3348,0,4185,0,0,0,0,0,0,0,11,0,155,3188,7896,7328,5100,193,2442,1352,0,2030,4839,4335,10493,6725,0,70072,0,885,5170,0,11498,9779,9333,336,0,929,0,0,254,23873,322,554,245,0,2106,634,2621,0,2878,13315,574,0,0,0,0,0,2114,0,0,0,0,2970,3387,0,8398,2783,0,0,0,0,4294,6099,36312,4351,0,0,0,0,0,0,0,0,0,2129,234,0,0,0,4475,0,0,0,0,0
"lm103 mapping",378,658,0,0,0,203,0,0,453,1,25,1,122,0,125,171,240,15,10,0,669,74,1250,0,0,54,695,252,545,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,1,0,79,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281,0,634,51,46,0,0,0,780,1,323,4996,2413,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,0,4,0,0,0,0,0,2,0,0,0,0,0,328,193,72,490,68,0,0,0,0,0,0,0,0,0,0,16984,0,0,0,0,0,0,225,0,683,0,0,0,83,0,0,0,0,0,0,0,9,0,1,165,287,0,0,0,40,0,0,0,4,398,0,0,0,0,0,0,274,0,377,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2754,830,0,256,0,0,0,0,0,4900,3423,2576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368,0,0,0,0,0
"lm104 mapping",724,1276,115,0,5614,76,155,266,878,29,174,1,78,0,323,0,296,2,0,0,232,152,226,1,174,8,456,0,75,0,0,0,0,2366,0,0,0,0,0,0,0,0,0,0,773,0,0,0,0,0,0,0,0,1870,0,1511,2472,0,679,638,0,187,22,79,1516,463,0,0,0,0,0,0,0,0,0,0,0,0,1238,1482,889,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0,0,0,5071,1485,2021,0,0,0,219,0,1367,636,1249,0,495,1379,2105,0,0,0,0,0,0,0,0,0,3175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,2,0,0,0,0,0,43,873,1162,663,213,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,909,524,1778,0,1696,0,1730,0,2218,0,0,0,0,0,0,0,0,0,0,1915,0,425,103,0,0,0,0,11,1040,0,894,536,0,0,0,65,2550,0,0,322,311,298674,0,0,0,0,0,0,0,0,93889,0,0,0,423,0,0,3,0,202,0,0,11958,0,0,0,0,0,0,1654,0,0,825,175,0,0,0,0,828,4729,5212,1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,969,0,0,0,0,0
"lm105 mapping",905,800,0,0,0,29,0,730,2735,68,1330,4,447,0,1215,383,208,4,0,0,0,1,1,0,364,2,0,0,4,0,0,0,0,1628,0,0,1862,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,2146,273,2857,0,77,117,1496,0,4031,13,28,1126,309,0,0,0,0,0,0,0,0,0,0,0,0,8873,1796,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,137,0,561,0,766,1903,1322,0,0,0,0,0,702,1077,696,0,663,1108,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,2020,0,0,0,727,0,0,124708,1,0,0,0,4544,189,616,499,574,0,182,0,0,0,0,0,0,0,0,0,0,8596,0,0,0,0,449,0,0,0,1309,3057,705,0,2218,0,0,0,0,0,0,836,0,208,0,2568,1819,1399,39,788,1191,0,0,0,5515,4633,2037,0,0,0,528,0,2859,0,3150,3775,240,27,0,0,0,0,738,0,0,0,0,0,148,80,575,0,425,8,0,0,0,0,0,0,395,0,0,0,0,1109,470,0,0,646,0,0,0,0,743,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,18597
